document_url
https://static1.squarespace.com/static/56996151cbced68b170389f4/t/569be7ffa128e6ffd2c1d84d/1453058050258/Reno+use+of+force+policy.pdf
https://static1.squarespace.com/static/56996151cbced68b170389f4/t/596ce4fb414fb5e5a8f65a5b/1500308735226/Chicago+police+use+of+force+policy.pdf
https://static1.squarespace.com/static/56996151cbced68b170389f4/t/5b44cbd803ce64f8b996ba02/1531235288790/Chesapeake+use+of+force+policy.pdf
https://static1.squarespace.com/static/56996151cbced68b170389f4/t/569ad8e557eb8d0f11460d46/1452988652459/Jacksonville+Use+of+Force+Policy.pdf
https://static1.squarespace.com/static/56996151cbced68b170389f4/t/569adacdd82d5e0d876a80b2/1452989140811/Nashville+Use+of+Force+Policy.pdf
https://static1.squarespace.com/static/56996151cbced68b170389f4/t/57584cbaf8baf3f4cfb58903/1465404610244/LexingtonKyPDUoF.pdf
